utc_date,src,imps_count,prev_yr_imp,yoy_drop
2022-12-26,Linkedin,69418018,70792108,-1.94
2022-12-26,Spotify,69418018,70792108,-1.94
2022-12-26,Snapchat,69418018,70792108,-1.94
2022-12-26,Twitter,69418018,70792108,-1.94
